 	OKUL NO		Arasınav
1	1422705062	
2	1522705052	
3	1612705065	
4	1622705060	2
5	1622705062	2
6	1622705064	0
7	1622705068	
8	1722705002	11
9	1722705004	
10	1722705010	2
11	1722705012	
12	1722705014	1
13	1722705020	11
14	1722705026	10
15	1722705040	1
16	1722705048	1
17	1722705052	8
18	1722705056	4
19	1722705062	
20	1722705064	
21	1722705066	0
22	1722705070	
23	1722705072	2
24	1722705074	2
25	1722706002	18
26	1722706008	72
27	1722706010	17
28	1722706012	24
29	1722706014	46
30	1722706016	42
31	1822705002	37
32	1822705004	2
33	1822705006	0
34	1822705008	2
35	1822705010	
36	1822705014	3
37	1822705016	14
38	1822705018	1
39	1822705020	1
40	1822705022	16
41	1822705024	1
42	1822705026	10
43	1822705028	12
44	1822705030	21
45	1822705032	0
46	1822705034	2
47	1822705036	0
48	1822705038	0
49	1822705040	1
50	1822705042	2
51	1822705044	12
52	1822705046	0
53	1822705048	1
54	1822705050	2
55	1822705052	4
56	1822705054	20
57	1822705056	3
58	1822705058	0
59	1822705060	3
60	1822705302	3
61	1822705304	2
62	1822706008	8
